Deny,test,COMMENT,POSTCOMMENT,SALEOPENEDMINOR
Permit,test,COMMENT,POSTCOMMENT,
Deny,test,COMMENT,SALE,SALEOPENEDMINOR
Permit,test,COMMENT,SALE,
Deny,test,,POSTCOMMENT,SALEOPENEDMINOR
Permit,test,,POSTCOMMENT,
Deny,test,,SALE,SALEOPENEDMINOR
Permit,test,,SALE,
Deny,PERSONNEL,COMMENT,POSTCOMMENT,SALEOPENEDMINOR
Permit,PERSONNEL,COMMENT,POSTCOMMENT,
Deny,PERSONNEL,COMMENT,SALE,SALEOPENEDMINOR
Permit,PERSONNEL,COMMENT,SALE,
Deny,PERSONNEL,,POSTCOMMENT,SALEOPENEDMINOR
Permit,PERSONNEL,,POSTCOMMENT,
Deny,PERSONNEL,,SALE,SALEOPENEDMINOR
Permit,PERSONNEL,,SALE,
Deny,newSub0,COMMENT,POSTCOMMENT,SALEOPENEDMINOR
Permit,newSub0,COMMENT,POSTCOMMENT,
Deny,newSub0,COMMENT,SALE,SALEOPENEDMINOR
Permit,newSub0,COMMENT,SALE,
Deny,newSub0,,POSTCOMMENT,SALEOPENEDMINOR
Permit,newSub0,,POSTCOMMENT,
Deny,newSub0,,SALE,SALEOPENEDMINOR
Permit,newSub0,,SALE,
Deny,newSub1,COMMENT,POSTCOMMENT,SALEOPENEDMINOR
Permit,newSub1,COMMENT,POSTCOMMENT,
Deny,newSub1,COMMENT,SALE,SALEOPENEDMINOR
Permit,newSub1,COMMENT,SALE,
Deny,newSub1,,POSTCOMMENT,SALEOPENEDMINOR
Permit,newSub1,,POSTCOMMENT,
Deny,newSub1,,SALE,SALEOPENEDMINOR
Permit,newSub1,,SALE,
Deny,newSub2,COMMENT,POSTCOMMENT,SALEOPENEDMINOR
Permit,newSub2,COMMENT,POSTCOMMENT,
Deny,newSub2,COMMENT,SALE,SALEOPENEDMINOR
Permit,newSub2,COMMENT,SALE,
Deny,newSub2,,POSTCOMMENT,SALEOPENEDMINOR
Permit,newSub2,,POSTCOMMENT,
Deny,newSub2,,SALE,SALEOPENEDMINOR
Permit,newSub2,,SALE,
Deny,newSub3,COMMENT,POSTCOMMENT,SALEOPENEDMINOR
Permit,newSub3,COMMENT,POSTCOMMENT,
Deny,newSub3,COMMENT,SALE,SALEOPENEDMINOR
Permit,newSub3,COMMENT,SALE,
Deny,newSub3,,POSTCOMMENT,SALEOPENEDMINOR
Permit,newSub3,,POSTCOMMENT,
Deny,newSub3,,SALE,SALEOPENEDMINOR
Permit,newSub3,,SALE,
Deny,newSub4,COMMENT,POSTCOMMENT,SALEOPENEDMINOR
Permit,newSub4,COMMENT,POSTCOMMENT,
Deny,newSub4,COMMENT,SALE,SALEOPENEDMINOR
Permit,newSub4,COMMENT,SALE,
Deny,newSub4,,POSTCOMMENT,SALEOPENEDMINOR
Permit,newSub4,,POSTCOMMENT,
Deny,newSub4,,SALE,SALEOPENEDMINOR
Permit,newSub4,,SALE,
Deny,newSub5,COMMENT,POSTCOMMENT,SALEOPENEDMINOR
Permit,newSub5,COMMENT,POSTCOMMENT,
Deny,newSub5,COMMENT,SALE,SALEOPENEDMINOR
Permit,newSub5,COMMENT,SALE,
Deny,newSub5,,POSTCOMMENT,SALEOPENEDMINOR
Permit,newSub5,,POSTCOMMENT,
Deny,newSub5,,SALE,SALEOPENEDMINOR
Permit,newSub5,,SALE,
Deny,newSub6,COMMENT,POSTCOMMENT,SALEOPENEDMINOR
Permit,newSub6,COMMENT,POSTCOMMENT,
Deny,newSub6,COMMENT,SALE,SALEOPENEDMINOR
Permit,newSub6,COMMENT,SALE,
Deny,newSub6,,POSTCOMMENT,SALEOPENEDMINOR
Permit,newSub6,,POSTCOMMENT,
Deny,newSub6,,SALE,SALEOPENEDMINOR
Permit,newSub6,,SALE,
Deny,newSub7,COMMENT,POSTCOMMENT,SALEOPENEDMINOR
Permit,newSub7,COMMENT,POSTCOMMENT,
Deny,newSub7,COMMENT,SALE,SALEOPENEDMINOR
Permit,newSub7,COMMENT,SALE,
Deny,newSub7,,POSTCOMMENT,SALEOPENEDMINOR
Permit,newSub7,,POSTCOMMENT,
Deny,newSub7,,SALE,SALEOPENEDMINOR
Permit,newSub7,,SALE,
Deny,newSub8,COMMENT,POSTCOMMENT,SALEOPENEDMINOR
Permit,newSub8,COMMENT,POSTCOMMENT,
Deny,newSub8,COMMENT,SALE,SALEOPENEDMINOR
Permit,newSub8,COMMENT,SALE,
Deny,newSub8,,POSTCOMMENT,SALEOPENEDMINOR
Permit,newSub8,,POSTCOMMENT,
Deny,newSub8,,SALE,SALEOPENEDMINOR
Permit,newSub8,,SALE,
