Deny,test,COMMENT,POSTCOMMENT,SALEOPENEDMINOR
Deny,test,COMMENT,POSTCOMMENT,MAINTENANCEDAY
Deny,test,COMMENT,CONSULT,SALEOPENEDMINOR
Deny,test,COMMENT,CONSULT,MAINTENANCEDAY
Deny,test,COMMENT,CLOSEMEETING,SALEOPENEDMINOR
Deny,test,COMMENT,CLOSEMEETING,MAINTENANCEDAY
Deny,test,COMMENT,OPENMEETING,SALEOPENEDMINOR
Deny,test,COMMENT,OPENMEETING,MAINTENANCEDAY
Deny,test,COMMENT,SETMEETINGMODERATOR,SALEOPENEDMINOR
Deny,test,COMMENT,SETMEETINGMODERATOR,MAINTENANCEDAY
Deny,test,COMMENT,SETMEETINGTITLE,SALEOPENEDMINOR
Deny,test,COMMENT,SETMEETINGTITLE,MAINTENANCEDAY
Deny,test,COMMENT,UPDATEMEETINGINFOS,SALEOPENEDMINOR
Deny,test,COMMENT,UPDATEMEETINGINFOS,MAINTENANCEDAY
Deny,test,COMMENT,DELETE,SALEOPENEDMINOR
Deny,test,COMMENT,DELETE,MAINTENANCEDAY
Deny,test,COMMENT,OVER,SALEOPENEDMINOR
Deny,test,COMMENT,OVER,MAINTENANCEDAY
Deny,test,COMMENT,ASK,SALEOPENEDMINOR
Deny,test,COMMENT,ASK,MAINTENANCEDAY
Deny,test,COMMENT,SPEAK,SALEOPENEDMINOR
Deny,test,COMMENT,SPEAK,MAINTENANCEDAY
Deny,test,COMMENT,SETMEETINGAGENDA,SALEOPENEDMINOR
Deny,test,COMMENT,SETMEETINGAGENDA,MAINTENANCEDAY
Deny,test,COMMENT,LEAVE,SALEOPENEDMINOR
Deny,test,COMMENT,LEAVE,MAINTENANCEDAY
Deny,test,COMMENT,HANDOVER,SALEOPENEDMINOR
Deny,test,COMMENT,HANDOVER,MAINTENANCEDAY
Deny,test,COMMENT,UPDATE,SALEOPENEDMINOR
Deny,test,COMMENT,UPDATE,MAINTENANCEDAY
Deny,test,COMMENT,ATTENDEEACTIVITY,SALEOPENEDMINOR
Deny,test,COMMENT,ATTENDEEACTIVITY,MAINTENANCEDAY
Deny,test,PERSONNELACCOUNT,POSTCOMMENT,SALEOPENEDMINOR
Deny,test,PERSONNELACCOUNT,POSTCOMMENT,MAINTENANCEDAY
Deny,test,PERSONNELACCOUNT,CONSULT,SALEOPENEDMINOR
Deny,test,PERSONNELACCOUNT,CONSULT,MAINTENANCEDAY
Deny,test,PERSONNELACCOUNT,CLOSEMEETING,SALEOPENEDMINOR
Deny,test,PERSONNELACCOUNT,CLOSEMEETING,MAINTENANCEDAY
Deny,test,PERSONNELACCOUNT,OPENMEETING,SALEOPENEDMINOR
Deny,test,PERSONNELACCOUNT,OPENMEETING,MAINTENANCEDAY
Deny,test,PERSONNELACCOUNT,SETMEETINGMODERATOR,SALEOPENEDMINOR
Deny,test,PERSONNELACCOUNT,SETMEETINGMODERATOR,MAINTENANCEDAY
Deny,test,PERSONNELACCOUNT,SETMEETINGTITLE,SALEOPENEDMINOR
Deny,test,PERSONNELACCOUNT,SETMEETINGTITLE,MAINTENANCEDAY
Deny,test,PERSONNELACCOUNT,UPDATEMEETINGINFOS,SALEOPENEDMINOR
Deny,test,PERSONNELACCOUNT,UPDATEMEETINGINFOS,MAINTENANCEDAY
Deny,test,PERSONNELACCOUNT,DELETE,SALEOPENEDMINOR
Deny,test,PERSONNELACCOUNT,DELETE,MAINTENANCEDAY
Deny,test,PERSONNELACCOUNT,OVER,SALEOPENEDMINOR
Deny,test,PERSONNELACCOUNT,OVER,MAINTENANCEDAY
Deny,test,PERSONNELACCOUNT,ASK,SALEOPENEDMINOR
Deny,test,PERSONNELACCOUNT,ASK,MAINTENANCEDAY
Deny,test,PERSONNELACCOUNT,SPEAK,SALEOPENEDMINOR
Deny,test,PERSONNELACCOUNT,SPEAK,MAINTENANCEDAY
Deny,test,PERSONNELACCOUNT,SETMEETINGAGENDA,SALEOPENEDMINOR
Deny,test,PERSONNELACCOUNT,SETMEETINGAGENDA,MAINTENANCEDAY
Deny,test,PERSONNELACCOUNT,LEAVE,SALEOPENEDMINOR
Deny,test,PERSONNELACCOUNT,LEAVE,MAINTENANCEDAY
Deny,test,PERSONNELACCOUNT,HANDOVER,SALEOPENEDMINOR
Deny,test,PERSONNELACCOUNT,HANDOVER,MAINTENANCEDAY
Deny,test,PERSONNELACCOUNT,UPDATE,SALEOPENEDMINOR
Deny,test,PERSONNELACCOUNT,UPDATE,MAINTENANCEDAY
Deny,test,PERSONNELACCOUNT,ATTENDEEACTIVITY,SALEOPENEDMINOR
Deny,test,PERSONNELACCOUNT,ATTENDEEACTIVITY,MAINTENANCEDAY
Deny,test,MEETING,POSTCOMMENT,SALEOPENEDMINOR
Deny,test,MEETING,POSTCOMMENT,MAINTENANCEDAY
Deny,test,MEETING,CONSULT,SALEOPENEDMINOR
Deny,test,MEETING,CONSULT,MAINTENANCEDAY
Deny,test,MEETING,CLOSEMEETING,SALEOPENEDMINOR
Deny,test,MEETING,CLOSEMEETING,MAINTENANCEDAY
Deny,test,MEETING,OPENMEETING,SALEOPENEDMINOR
Deny,test,MEETING,OPENMEETING,MAINTENANCEDAY
Deny,test,MEETING,SETMEETINGMODERATOR,SALEOPENEDMINOR
Deny,test,MEETING,SETMEETINGMODERATOR,MAINTENANCEDAY
Deny,test,MEETING,SETMEETINGTITLE,SALEOPENEDMINOR
Deny,test,MEETING,SETMEETINGTITLE,MAINTENANCEDAY
Deny,test,MEETING,UPDATEMEETINGINFOS,SALEOPENEDMINOR
Deny,test,MEETING,UPDATEMEETINGINFOS,MAINTENANCEDAY
Deny,test,MEETING,DELETE,SALEOPENEDMINOR
Deny,test,MEETING,DELETE,MAINTENANCEDAY
Deny,test,MEETING,OVER,SALEOPENEDMINOR
Deny,test,MEETING,OVER,MAINTENANCEDAY
Deny,test,MEETING,ASK,SALEOPENEDMINOR
Deny,test,MEETING,ASK,MAINTENANCEDAY
Deny,test,MEETING,SPEAK,SALEOPENEDMINOR
Deny,test,MEETING,SPEAK,MAINTENANCEDAY
Deny,test,MEETING,SETMEETINGAGENDA,SALEOPENEDMINOR
Deny,test,MEETING,SETMEETINGAGENDA,MAINTENANCEDAY
Deny,test,MEETING,LEAVE,SALEOPENEDMINOR
Deny,test,MEETING,LEAVE,MAINTENANCEDAY
Deny,test,MEETING,HANDOVER,SALEOPENEDMINOR
Deny,test,MEETING,HANDOVER,MAINTENANCEDAY
Deny,test,MEETING,UPDATE,SALEOPENEDMINOR
Deny,test,MEETING,UPDATE,MAINTENANCEDAY
